Objects,,,,,,,
349,0,0.005061,-0.000175,0.049679,2820.041748,353.580383,161.233612
350,0,0.005525,0.001418,0.043658,2838.385742,355.001892,161.076309
351,0,0.005142,0.00113,0.036139,2855.935059,356.593079,162.387711
352,0,0.006164,-0.000473,0.029981,2875.064453,357.045624,161.152435
353,0,0.002883,0.001425,0.024046,2893.401123,357.719208,160.652512
354,0,0.002259,0.001383,0.016671,2911.80835,358.300323,160.626083
355,0,0.00356,0.003316,0.008283,2930.155518,358.633881,160.673004
356,0,0.001985,0.001985,0.001395,2948.00415,358.670105,161.462463
357,0,-0.001069,0.0011,-0.007869,2966.220947,358.762573,161.26329
358,0,-0.000495,0.002049,-0.017427,2984.517334,358.15097,160.886871
359,0,5.6E-05,0.003982,-0.026892,3002.840088,357.51532,160.716293
360,0,-0.00477,0.005391,-0.038927,3021.926514,356.431488,159.385284
361,0,-0.007284,0.006657,-0.047552,3039.749023,355.265533,159.112549
362,0,-0.000102,0.008031,-0.06057,3057.629395,353.688812,159.47197
363,0,-0.001307,0.005609,-0.06926,3075.456787,352.303436,159.913055
364,0,-0.003526,0.002441,-0.079529,3093.144043,350.475677,160.153229
365,0,-0.005797,0.005894,-0.092172,3110.785889,348.781158,159.640808
366,0,-0.00567,0.002114,-0.105955,3128.496338,346.403778,160.093277
367,0,-0.01196,0.001647,-0.118713,3146.644531,344.107483,159.487152
368,0,-0.012602,0.001244,-0.129772,3163.875488,341.000946,159.969467
369,0,-0.007659,0.00373,-0.14337,3181.90332,337.395905,159.271057
370,0,-0.007326,0.003202,-0.158506,3198.648682,333.793823,159.788925
371,0,-0.007714,0.000812,-0.171507,3215.854248,330.089111,160.075394
372,0,-0.011403,-0.002575,-0.186055,3233.742188,326.179596,159.614578
373,0,-0.010855,-0.002377,-0.198337,3250.258057,321.811554,159.785706
374,0,-0.015189,-0.003295,-0.212518,3267.718262,317.044495,159.670654
375,0,-0.018008,-0.000907,-0.225705,3284.553955,312.387268,159.409607
376,0,-0.015812,0.010117,-0.244167,3301.6875,306.949341,157.530136
377,0,-0.04545,0.003031,-0.24559,3318.647705,302.357544,155.361877
378,0,-0.044832,0.003184,-0.259483,3335.202637,296.857544,155.315582
379,0,-0.046756,0.000889,-0.272053,3351.681641,290.995697,155.739853
380,0,-0.033996,0.004444,-0.289747,3367.619629,284.998108,155.161316
381,0,-0.040205,0.001151,-0.300617,3383.988037,278.72934,155.554977
382,0,0.000138,0.009685,-0.327567,3400.113037,271.619751,156.816696
383,0,-0.017338,0.014156,-0.333492,3416.432129,265.72171,154.90358
384,0,-0.016166,0.014358,-0.350072,3432.364746,258.675262,155.151962
385,0,-0.017812,0.014101,-0.363108,3448.309082,251.727051,155.022934
386,0,-0.009421,0.012213,-0.380518,3464.062744,243.865524,155.572937
387,0,-0.012346,0.012256,-0.391204,3479.651855,236.603775,155.443909
388,0,-0.012854,0.014893,-0.403472,3495.258545,228.935089,155.349014
389,0,-0.008009,0.021491,-0.418382,3511.363037,220.758835,155.1353
390,0,-0.008099,0.023097,-0.431456,3527.057129,212.571884,154.743286
391,0,-0.011286,0.007483,-0.44386,3542.383301,203.877502,157.550095
392,0,-0.015537,0.013957,-0.46145,3557.806396,194.901398,156.354248
393,0,-0.013923,0.014244,-0.475096,3572.967773,185.977646,156.266479
394,0,-0.014778,0.013821,-0.487689,3587.899658,176.448181,156.458969
395,0,-0.012916,0.013803,-0.500136,3602.509277,167.021164,156.576462
396,0,-0.013303,0.014117,-0.515462,3617.419678,157.491745,156.444824
397,0,-0.014472,0.013403,-0.528945,3632.299072,147.73436,156.478821
398,0,-0.011998,0.01488,-0.544003,3647.210693,137.714081,156.191483
399,0,-0.01396,0.015796,-0.557033,3661.947998,127.654297,156.14032
400,0,-0.015575,0.017623,-0.573367,3676.710205,116.842239,155.587952
401,0,-0.018099,0.016857,-0.588587,3691.00293,106.303749,155.560669
402,0,-0.021909,0.01515,-0.601864,3705.003174,95.877182,155.672653
403,0,-0.020639,0.01224,-0.616926,3719.270508,84.95797,155.364639
404,0,-0.026442,0.012865,-0.634158,3732.919678,73.515457,155.482956
405,0,-0.027459,0.016306,-0.647071,3747.046143,62.081955,155.104721
406,0,-0.028144,0.015311,-0.662222,3760.466553,50.349464,155.257507
407,0,-0.026721,0.01708,-0.676578,3773.977295,38.581028,155.188599
408,0,-0.032989,0.01857,-0.690128,3787.231445,26.505592,155.240723
409,0,-0.028523,0.01808,-0.703986,3800.243652,14.2448,155.349258
410,0,-0.040923,0.02142,-0.71455,3812.721924,1.711673,154.783493
411,0,-0.054594,0.023164,-0.721015,3825.102539,-10.036271,153.836884
412,0,-0.026374,0.012213,-0.746892,3837.533936,-23.750566,156.106476
413,0,-0.022422,0.007546,-0.761521,3849.281006,-36.835083,156.467361
414,0,-0.023259,0.006689,-0.776209,3861.177979,-49.923058,156.38298
415,0,-0.024613,0.008803,-0.788648,3873.181641,-63.162609,155.740982
416,0,-0.022276,0.012225,-0.8016,3884.985596,-76.505806,155.060608
417,0,-0.023415,0.011271,-0.814788,3896.336914,-90.02037,154.961365
418,0,-0.021816,0.008703,-0.829839,3907.415283,-103.573936,155.041458
419,0,-0.022481,0.003929,-0.842859,3918.158691,-117.321854,155.599182
420,0,-0.023824,0.004685,-0.85692,3928.955078,-130.89064,156.054443
421,0,-0.025265,0.005462,-0.868689,3939.681152,-144.83403,155.893402
422,0,-0.026182,0.000709,-0.88667,3949.974365,-159.469681,156.95697
423,0,-0.0266,0.00389,-0.896361,3960.631836,-173.233994,156.300919
424,0,-0.024388,0.005663,-0.909127,3971.021729,-187.276398,156.593094
425,0,-0.027105,0.006343,-0.921336,3981.361572,-201.365372,156.451843
426,0,-0.02696,0.006702,-0.932858,3991.421387,-215.613678,156.409042
427,0,-0.019927,0.007162,-0.944485,4001.252197,-230.149658,156.423492
428,0,-0.018474,0.005268,-0.955192,4010.642578,-244.945526,156.84346
429,0,-0.022128,0.005086,-0.966705,4019.652344,-259.616943,157.248749
430,0,-0.021162,0.007173,-0.978663,4028.544434,-274.275085,157.78447
431,0,-0.013168,0.003475,-0.993444,4037.614746,-289.126282,157.841309
432,0,-0.024387,-0.00023,-1.005748,4046.173584,-303.895447,158.466125
433,0,-0.02738,0.003814,-1.017038,4054.80249,-318.307068,157.93248
434,0,-0.027129,0.000819,-1.031228,4063.194336,-333.326447,158.041611
435,0,-0.02454,-0.000288,-1.043291,4071.099854,-348.51181,158.216446
436,0,-0.028829,0.001702,-1.053928,4078.847412,-363.872833,157.847412
437,0,-0.023587,0.003721,-1.06703,4086.113037,-379.192047,158.129227
438,0,-0.020133,0.003042,-1.080883,4093.136719,-394.613403,158.777451
439,0,-0.019161,-0.000451,-1.094941,4099.914551,-409.994141,159.210526
440,0,-0.020545,0.003385,-1.106557,4106.65918,-425.329315,158.929932
441,0,-0.024376,0.009388,-1.116478,4113.348633,-440.822235,158.774673
442,0,-0.017254,0.00321,-1.135151,4119.539551,-456.643097,159.113098
443,0,-0.019382,0.004481,-1.147503,4125.602539,-472.102264,159.032593
444,0,-0.022294,0.00407,-1.160276,4131.381348,-487.610962,159.082016
445,0,-0.0194,0.003415,-1.173889,4137.094238,-503.239929,159.038864
446,0,-0.023134,0.00351,-1.185384,4142.222168,-518.941589,159.149002
447,0,-0.021498,0.00553,-1.198002,4147.311035,-534.681335,158.756012
448,0,-0.021462,0.007787,-1.211335,4152.095703,-550.546875,159.03743
449,0,-0.021863,0.008921,-1.224836,4156.797852,-566.608154,158.844711
450,0,-0.021126,0.010997,-1.238476,4161.408691,-582.352478,158.970413
451,0,-0.015684,0.007058,-1.250953,4165.172852,-598.16571,159.05162
452,0,-0.012534,0.004457,-1.26952,4169.203125,-614.507568,159.558624
453,0,-0.025149,0.011972,-1.274209,4173.80127,-630.14325,158.885132
454,0,-0.027575,0.013093,-1.289154,4177.236816,-646.326599,159.14119
455,0,-0.023092,0.011427,-1.303686,4180.46582,-662.575378,159.468094
456,0,-0.026423,0.016402,-1.313511,4183.785645,-678.623901,158.939194
457,0,-0.022834,0.016165,-1.327055,4186.888184,-694.858337,158.897324
458,0,-0.035824,0.022703,-1.333862,4189.746094,-711.036743,158.262939
459,0,-0.019433,0.020574,-1.351653,4192.39502,-727.612488,158.44339
460,0,-0.017888,0.01803,-1.366311,4194.856445,-743.891479,158.693253
461,0,-0.020868,0.01855,-1.378745,4197.16748,-760.072449,158.59726
462,0,-0.021158,0.01756,-1.392169,4198.763672,-776.49231,158.474564
463,0,-0.02443,0.019759,-1.403803,4200.433594,-792.6698,158.909027
464,0,-0.018695,0.016039,-1.41895,4201.798828,-808.874756,159.165237
465,0,-0.017653,0.014887,-1.433791,4203.077637,-825.343811,159.390121
466,0,-0.02181,0.020203,-1.443203,4204.400391,-841.394348,158.9319
467,0,-0.020262,0.017415,-1.456467,4205.133301,-857.745789,159.058517
468,0,-0.018218,0.017377,-1.46665,4206.048828,-874.013611,158.983612
469,0,-0.019428,0.015682,-1.477542,4206.931152,-890.269714,158.964325
470,0,-0.014621,0.012893,-1.489027,4207.774414,-906.527832,159.043732
471,0,-0.020983,0.014728,-1.493108,4209.12207,-922.55072,158.6754
472,0,-0.022565,0.0161,-1.502655,4209.952637,-938.576111,158.681366
473,0,-0.023442,0.014676,-1.511297,4210.934082,-954.710693,158.634125
474,0,-0.024279,0.012396,-1.518401,4211.907227,-970.682861,158.741272
475,0,-0.021442,0.012537,-1.524665,4212.883789,-986.602417,158.817856
476,0,-0.020228,0.011103,-1.52831,4213.975098,-1002.506042,159.356384
477,0,-0.012794,0.008724,-1.533211,4215.026855,-1018.504517,159.099121
478,0,-0.007942,0.004212,-1.536597,4216.055664,-1034.364502,159.164459
479,0,-0.012305,0.005544,-1.53621,4217.530762,-1049.598755,159.197403
480,0,-0.008341,0.001848,-1.536731,4219.736816,-1065.699829,158.922058
481,0,-0.011158,0.001977,-1.536776,4221.665039,-1081.109863,159.083939
482,0,-0.010599,-0.00278,-1.537549,4223.18457,-1096.646973,159.791458
483,0,-0.014057,-0.00086,-1.535355,4224.958496,-1112.111938,159.859406
484,0,-0.009776,-0.002399,-1.536329,4227.441406,-1127.913452,159.711212
485,0,-0.012792,-0.000657,-1.533236,4229.977051,-1143.41626,159.644638
486,0,-0.016727,0.001679,-1.532504,4232.185059,-1158.957886,159.758636
487,0,-0.015821,-0.000322,-1.531781,4234.454102,-1174.455444,159.599167
488,0,-0.017394,-0.001664,-1.530656,4236.337402,-1189.910278,159.704132
489,0,-0.013891,-0.002945,-1.531203,4238.942871,-1205.733398,159.616272
490,0,-0.012195,-0.002577,-1.529829,4241.219238,-1221.421631,159.223373
491,0,-0.011342,-0.00103,-1.528664,4243.470215,-1236.842896,159.093964
492,0,-0.01118,-0.003897,-1.528689,4245.449707,-1252.336182,159.470459
493,0,-0.007529,-0.005661,-1.52739,4248.04834,-1267.729858,159.824692
494,0,-0.011922,-0.003178,-1.524779,4250.519043,-1283.088135,159.768494
495,0,-0.009111,-0.003674,-1.525835,4252.739746,-1298.851318,159.819321
496,0,-0.008345,-0.002204,-1.523511,4255.500488,-1314.47168,159.605804
497,0,-0.005876,-0.000939,-1.521916,4257.94043,-1330.189697,159.533646
498,0,-0.009243,0.001827,-1.519874,4261.12793,-1345.970337,158.71788
499,0,-0.012293,0.002332,-1.518486,4263.602539,-1361.528076,158.664993
500,0,-0.003952,-0.003746,-1.52006,4265.533691,-1376.883423,159.241516
501,0,-0.006136,0.000298,-1.516855,4268.564941,-1392.616211,158.697357
502,0,0.001075,-0.005045,-1.517231,4270.986328,-1408.437866,158.744843
503,0,0.000184,-0.004216,-1.516066,4273.074707,-1423.895874,159.140884
504,0,-0.003833,-0.000448,-1.515247,4275.966797,-1439.784668,158.956161
505,0,-0.00324,-0.000976,-1.513256,4278.360352,-1455.089478,159.322006
506,0,-0.006771,0.00286,-1.510665,4281.605469,-1470.907959,158.939041
507,0,-0.001547,-0.001581,-1.511574,4284.332031,-1486.684937,158.662689
508,0,-0.005502,0.001946,-1.509442,4287.064941,-1502.330566,158.740967
509,0,-0.005731,0.004145,-1.507069,4289.90332,-1518.167236,158.118225
510,0,-0.000755,0.00104,-1.506589,4292.480957,-1533.896362,158.205536
511,0,-0.001233,-9.4E-05,-1.505316,4295.217285,-1549.517334,158.282852
512,0,0.000347,-0.002968,-1.504776,4297.438477,-1564.62854,158.518097
513,0,-0.003177,-0.002817,-1.502228,4300.27002,-1579.987793,158.813019
514,0,0.001325,-0.006543,-1.50292,4303.100098,-1595.562866,158.853851
515,0,0.000546,-0.0026,-1.499234,4306.049805,-1611.266724,158.65477
516,0,-0.00159,-0.001319,-1.499241,4309.197754,-1627.297119,158.475342
517,0,-0.001623,-0.000133,-1.497883,4312.160156,-1642.964966,158.216049
518,0,-0.001233,0.002017,-1.497454,4315.060547,-1658.559326,157.987961
519,0,0.00456,-0.005832,-1.497587,4317.384766,-1673.344482,158.764297
520,0,0.00366,-0.006501,-1.496561,4320.328613,-1689.048706,158.786911
521,0,0.003338,-0.006894,-1.495388,4323.47998,-1704.704834,158.532486
522,0,0.002775,-0.003591,-1.491808,4326.495117,-1720.178955,158.359512
523,0,0.001075,-0.004731,-1.492271,4329.56543,-1736.037964,157.975082
524,0,-0.002812,-0.001455,-1.487902,4332.811523,-1751.432373,157.872131
525,0,-0.000914,-0.003757,-1.488127,4335.538574,-1767.255127,158.304062
526,0,-0.008084,-0.004591,-1.48835,4338.567871,-1782.86438,158.380585
527,0,-0.00504,-0.001478,-1.484429,4342.319336,-1798.68042,157.774368
528,0,-0.001305,-0.008104,-1.48776,4345.07959,-1814.494141,158.097961
529,0,-0.001883,-0.013721,-1.484258,4347.646484,-1829.174316,159.27388
530,0,-0.00676,-0.009913,-1.482392,4350.391113,-1844.538574,158.866058
531,0,0.000753,-0.014246,-1.484444,4352.915039,-1860.203491,158.877518
532,0,-0.003056,-0.008988,-1.479613,4356.771973,-1875.638184,157.960922
533,0,-0.001852,-0.015674,-1.483727,4359.394531,-1891.164185,158.54892
534,0,-0.003945,-0.016585,-1.4789,4362.180176,-1906.303833,159.682053
535,0,-0.001156,-0.013535,-1.482285,4364.895996,-1921.856445,159.553406
536,0,-0.004914,-0.007788,-1.484551,4367.414062,-1937.572021,159.320709
537,0,-0.002416,-0.009329,-1.490124,4369.843262,-1953.530884,159.312073
538,0,-0.01395,-0.002009,-1.499333,4370.601562,-1968.61731,159.863037
539,0,-0.011875,-0.008615,-1.506225,4372.47998,-1984.50647,159.870926
540,0,-0.009875,-0.000769,-1.506146,4372.519043,-1998.957397,160.181747
541,0,-0.013928,-0.000841,-1.514038,4373.654785,-2014.89856,159.863739
542,0,-0.008858,-0.002501,-1.522842,4374.248535,-2030.825195,160.199997
543,0,-0.008097,-0.000379,-1.531338,4374.243652,-2046.600586,160.470932
544,0,-0.008955,-0.003928,-1.539989,4374.572266,-2062.320801,160.763611
545,0,-0.001682,-0.008611,-1.547236,4375.098633,-2078.189453,160.934967
546,0,-0.007588,-0.004407,-1.556598,4375.327637,-2094.084473,160.607941
547,0,-0.002987,-0.010154,-1.563605,4375.59375,-2110.030762,160.495712
548,0,-0.001394,-0.009917,-1.570444,4375.578125,-2125.6521,160.645309
549,0,-0.014005,-0.005001,-1.571001,4375.657715,-2141.266113,160.124451
550,0,-0.010181,-0.003545,-1.573978,4376.370117,-2157.034912,159.791275
551,0,0.001425,-0.012506,-1.578199,4377.375488,-2172.561279,160.553986
552,0,0.001705,-0.01024,-1.579386,4378.657227,-2188.376221,160.634735
553,0,0.006054,-0.014869,-1.579905,4379.911621,-2204.009766,160.077499
554,0,-0.008171,-0.005704,-1.57592,4380.699219,-2219.563232,159.751678
555,0,-0.004713,-0.006119,-1.576521,4381.853027,-2234.787109,160.156128
556,0,-0.002657,-0.004609,-1.575756,4383.859863,-2250.269287,160.132004
557,0,-0.01341,-0.003958,-1.573357,4385.242188,-2265.535889,160.421463
558,0,-0.012502,0.003568,-1.568812,4387.321289,-2281.006592,159.783005
559,0,-0.015191,-0.003018,-1.567846,4388.757812,-2296.35376,159.951462
560,0,-0.006868,-0.003574,-1.567827,4390.188965,-2311.44751,160.31813
561,0,-0.004755,-0.008325,-1.566607,4392.023438,-2326.673096,160.598267
562,0,-0.01128,-0.009635,-1.564961,4393.366211,-2341.900146,161.744003
563,0,-0.004869,-0.016036,-1.564815,4395.754395,-2357.0979,160.971298
564,0,-0.018208,-0.012346,-1.562155,4396.887207,-2372.067627,161.131683
565,0,-0.009787,-0.013971,-1.563092,4398.43457,-2387.22876,161.5625
566,0,-0.013015,-0.014194,-1.565123,4399.728027,-2402.480469,161.861145
567,0,-0.007211,-0.016419,-1.558952,4402.898926,-2417.206543,161.559998
568,0,-0.017897,-0.015861,-1.561273,4403.432129,-2432.48584,161.777267
569,0,-0.005665,-0.010639,-1.559369,4410.387695,-2448.740723,159.766449
570,0,-0.012878,-0.01103,-1.564232,4410.908203,-2464.100098,160.567139
571,0,-0.014702,-0.007751,-1.567064,4408.332031,-2477.281738,162.682968
572,0,-0.012067,-0.006802,-1.570805,4409.35791,-2492.180908,162.733765
573,0,-0.021802,-0.000697,-1.5767,4410.212402,-2507.313721,162.295609
574,0,-0.008559,-0.006272,-1.583468,4409.867676,-2521.834717,162.672958
575,0,-0.013344,-0.003265,-1.59076,4410.187012,-2536.847412,162.239487
576,0,-0.017608,0.004299,-1.5979,4409.170898,-2551.624756,162.883575
577,0,-0.042569,0.021387,-1.605601,4407.840332,-2566.115234,160.443512
578,0,-0.035516,0.022644,-1.61374,4406.930176,-2580.804443,160.658783
579,0,-0.040027,0.021671,-1.628863,4406.081055,-2594.903809,160.196213
580,0,-0.024169,0.008074,-1.642288,4409.72168,-2612.381836,157.738647
581,0,-0.024479,0.006253,-1.653263,4407.127441,-2626.383545,157.808228
582,0,-0.015164,0.008537,-1.663463,4405.318848,-2640.753418,157.415314
583,0,-0.015677,0.007598,-1.673813,4402.770996,-2654.490479,157.887985
584,0,-0.021574,0.010314,-1.684941,4400.410645,-2668.098633,158.053894
585,0,-0.011028,0.007264,-1.698123,4397.54248,-2681.832764,158.029449
586,0,-0.013327,0.011417,-1.708546,4389.532715,-2691.711914,162.298279
587,0,-0.015906,0.012796,-1.720456,4386.932617,-2705.309082,161.337631
588,0,-0.038168,0.028229,-1.728387,4382.641113,-2718.692627,160.466187
589,0,-0.029589,0.023465,-1.742441,4379.660156,-2732.107666,160.757889
590,0,-0.02333,0.021767,-1.748804,4375.679199,-2744.607666,161.364349
591,0,-0.030858,0.024433,-1.758162,4373.612305,-2757.9104,160.268051
592,0,-0.014255,0.012472,-1.773628,4370.181152,-2770.745605,161.664261
593,0,-0.005557,0.008112,-1.782605,4367.472168,-2784.099854,161.468964
594,0,-0.007676,0.009575,-1.796744,4362.283691,-2796.482666,161.742661
595,0,-0.008199,0.013536,-1.805036,4358.95166,-2809.294678,161.253632
596,0,-0.030759,0.0249,-1.812714,4354.964844,-2822.241211,160.273514
597,0,-0.020413,0.017324,-1.820744,4350.902832,-2834.953613,159.774582
598,0,-0.021321,0.015059,-1.836507,4345.760254,-2846.605225,160.566772
599,0,-0.035191,0.02569,-1.844812,4347.197266,-2862.133301,157.320526
600,0,-0.020441,0.020052,-1.858123,4342.883789,-2874.784912,157.48558
601,0,-0.0126,0.016339,-1.870243,4337.763184,-2887.118896,157.655518
602,0,-0.013907,0.017744,-1.881025,4332.926758,-2899.020996,157.68309
603,0,-0.017475,0.01577,-1.891802,4327.595703,-2910.9104,158.141586
604,0,-0.02402,0.022716,-1.897703,4322.556152,-2922.652832,157.473709
605,0,-0.007726,0.005701,-1.915531,4316.503418,-2933.985107,158.645569
606,0,-0.016114,0.014221,-1.921147,4311.782715,-2945.785645,157.990646
607,0,-0.006027,0.007176,-1.93438,4305.980469,-2956.992432,158.379944
608,0,-0.014373,0.0119,-1.941826,4300.570801,-2968.553467,158.533722
609,0,-0.019476,0.0101,-1.952798,4294.956055,-2979.494385,159.054169
610,0,-0.013346,0.004836,-1.964241,4288.868652,-2990.597412,159.538559
611,0,-0.016957,0.008278,-1.973102,4283.206543,-3001.622559,158.916519
612,0,-0.008169,0.002752,-1.986421,4276.938965,-3012.85376,159.25058
613,0,-0.010526,0.003869,-1.995874,4271.126953,-3023.842285,159.099991
614,0,-0.016053,0.005677,-2.005308,4264.883789,-3034.758057,159.449539
615,0,-0.012337,0.001466,-2.016633,4258.591797,-3045.580322,159.397415
616,0,-0.016245,0.002052,-2.027536,4252.221191,-3056.559814,159.788239
617,0,-0.018173,0.002778,-2.037369,4245.793457,-3067.336914,159.943161
618,0,-0.014059,-0.003865,-2.050671,4238.696777,-3077.933105,160.283722
619,0,-0.01347,0.001275,-2.057747,4232.106934,-3089.268555,159.522125
620,0,-0.014828,0.004956,-2.068406,4224.960938,-3099.685059,159.785202
621,0,-0.018919,0.007777,-2.076306,4218.266113,-3110.709229,159.084381
622,0,-0.024762,0.005471,-2.101523,4204.397949,-3116.595215,164.371307
623,0,-0.021504,-0.00249,-2.108789,4199.355957,-3128.015625,163.302277
624,0,-0.019877,-0.003794,-2.116937,4192.071777,-3138.732178,163.688644
625,0,-0.029423,0.005321,-2.12116,4189.300781,-3152.786133,160.231476
626,0,-0.022628,0.001358,-2.13291,4181.085938,-3162.925049,160.939178
627,0,-0.020541,0.005928,-2.141926,4173.597168,-3173.688477,160.183243
628,0,-0.020229,0.002108,-2.156247,4165.252441,-3183.929932,160.447937
629,0,-0.036745,0.020861,-2.159017,4157.819824,-3194.432129,159.537857
630,0,-0.022257,0.006379,-2.174929,4149.044922,-3204.552979,160.291153
631,0,-0.023482,0.008111,-2.185281,4140.517578,-3214.464844,160.085983
632,0,-0.017943,0.011443,-2.194162,4132.070312,-3224.75708,160.043564
633,0,-0.008585,-0.001658,-2.209276,4123.10498,-3234.491699,160.123901
634,0,-0.01505,0.007211,-2.217515,4114.224609,-3244.506836,160.468353
635,0,-0.018747,0.014093,-2.226075,4105.560547,-3254.506104,160.276825
636,0,-0.019752,0.01805,-2.235093,4096.269043,-3264.624512,160.31723
637,0,-0.014107,0.007528,-2.250633,4087.046631,-3273.8479,160.290527
638,0,-0.014162,0.012516,-2.259133,4077.779297,-3283.938721,160.317474
639,0,-0.017595,0.015848,-2.267894,4068.682129,-3293.25708,160.253448
640,0,-0.017665,0.013621,-2.28214,4059.046631,-3302.617188,160.321411
641,0,-0.014942,0.012364,-2.293404,4049.119385,-3312.13208,160.716812
642,0,-0.011333,0.016195,-2.303933,4039.588379,-3321.609375,160.632889
643,0,-0.012011,0.026138,-2.311622,4030.248535,-3331.096924,159.83078
644,0,-0.010619,0.015678,-2.328422,4019.955078,-3340.036133,160.150406
645,0,-0.008332,0.018086,-2.338333,4010.257324,-3348.778076,160.634079
646,0,-0.008612,0.020151,-2.349162,4000.186523,-3357.612793,160.693848
647,0,-0.01122,0.019374,-2.360425,3989.998779,-3366.288574,160.59729
648,0,-0.007508,0.016005,-2.371818,3979.617676,-3374.829102,160.589981
649,0,-0.00903,0.020427,-2.381547,3969.04541,-3383.339111,160.260269
650,0,-0.015468,0.010314,-2.404789,3957.537842,-3390.652344,160.905045
651,0,-0.013012,0.015645,-2.414414,3947.063477,-3399.095947,161.187866
652,0,-0.01893,0.014909,-2.425751,3936.411865,-3407.074707,161.441727
653,0,-0.028827,0.019529,-2.448503,3924.110596,-3414.053711,162.480927
654,0,-0.030423,0.01538,-2.458467,3912.767334,-3422.578369,162.086655
655,0,-0.015472,0.008883,-2.462518,3903.003174,-3431.055664,161.082291
656,0,-0.00687,0.008322,-2.472402,3891.306396,-3439.060547,160.68985
657,0,-0.012244,0.019576,-2.481627,3880.001953,-3446.604736,159.810776
658,0,-0.001628,0.014714,-2.484967,3869.540527,-3455.111328,159.649658
659,0,-0.002741,0.025337,-2.493174,3858.092773,-3462.809814,159.117599
660,0,-0.002741,0.020256,-2.507096,3846.35376,-3469.728516,159.471649
661,0,8.4E-05,0.018149,-2.519616,3834.644043,-3476.950439,159.080353
662,0,0.002246,0.024747,-2.528605,3822.742188,-3484.378662,158.727966
663,0,-0.015715,0.01982,-2.55453,3809.739014,-3489.825439,159.893646
664,0,-0.0105,0.037369,-2.548785,3799.298584,-3498.190186,158.624542
665,0,-0.017082,0.018794,-2.577915,3785.3125,-3503.936279,160.234497
666,0,-0.018891,0.016083,-2.591115,3772.425293,-3510.947021,160.14856
667,0,-0.008564,0.026817,-2.601964,3758.989746,-3517.715576,159.125168
668,0,-0.007854,0.033567,-2.610439,3746.045898,-3524.324219,159.19014
669,0,-0.015748,0.034022,-2.622508,3732.756104,-3530.911377,159.342926
670,0,-0.006669,0.024634,-2.636899,3719.761719,-3536.970703,159.345825
671,0,-0.00946,0.02828,-2.6487,3706.617676,-3543.241211,159.373474
672,0,-0.009658,0.026175,-2.662304,3693.354004,-3549.19043,159.0513
673,0,-0.024553,0.043165,-2.6566,3681.712402,-3556.852783,158.297607
674,0,-0.019409,0.021626,-2.684615,3666.458252,-3561.754883,159.431671
675,0,-0.025655,0.01464,-2.70538,3651.262939,-3567.159424,160.018356
676,0,-0.013588,0.033564,-2.709759,3637.162598,-3573.521484,158.568253
677,0,-0.011993,0.02585,-2.723872,3622.529785,-3578.896484,158.824387
678,0,-0.01291,0.025272,-2.736709,3607.905029,-3584.145508,158.979446
679,0,-0.012142,0.027191,-2.747339,3593.098145,-3589.244629,159.401901
